CliqueNumberSimpleGraphs,cpus-per-task,ntasks,ntasks-per-node,time,error, Search Type,job-id,all-states,command,max-rss,width,status,Search Options,Flags,finish,script-file,max-witness-size,elapsed,account,input,error-output,mem-per-cpu,start,iteration,job-name,conjecture-status
4,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735900 ON c3-53 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735900,5408,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_4.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581219.txt,129404K, pw = 7,DONE,-premise, -pl -pdbgn ,7 13:28:49 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581219.sh,239,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_4,Error,4G,Fri Dec 24 12:49:57 CET 2021,14,34581219,Not Finished
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735901,9,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581224.txt,0, pw = 1,DONE, , -pl -pdbgn ,24 12:50:00 CET 2021,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581224.sh,4,00:00:00,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,2G,Fri Dec 24 12:49:56 CET 2021,9,34581224,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735902,9,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581228.txt,0, pw = 1,DONE,-premise, -pl -pdbgn ,24 12:49:59 CET 2021,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581228.sh,4,00:00:00,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,2G,Fri Dec 24 12:49:56 CET 2021,9,34581228,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735903,93,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581232.txt,0, pw = 2,DONE, , -pl -pdbgn ,24 12:50:00 CET 2021,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581232.sh,8,00:00:00,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,2G,Fri Dec 24 12:49:57 CET 2021,22,34581232,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735904,93,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581237.txt,0, pw = 2,DONE,-premise, -pl -pdbgn ,24 12:50:00 CET 2021,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581237.sh,8,00:00:00,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,2G,Fri Dec 24 12:49:57 CET 2021,22,34581237,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735905,5924,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581241.txt,6096K, pw = 3,DONE, , -pl -pdbgn ,24 12:52:42 CET 2021,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581241.sh,16,00:02:46,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,4G,Fri Dec 24 12:49:57 CET 2021,41,34581241,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735906,5924,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581245.txt,6100K, pw = 3,DONE,-premise, -pl -pdbgn ,24 12:52:43 CET 2021,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581245.sh,16,00:02:46,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,4G,Fri Dec 24 12:49:57 CET 2021,41,34581245,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735907,2443772,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581249.txt,3090288K, pw = 4,DONE, , -pl -pdbgn ,6 16:44:44 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581249.sh,32,13-03:16:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,4G,Fri Dec 24 12:49:57 CET 2021,66,34581249,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4735908,2443772,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581253.txt,3090288K, pw = 4,DONE,-premise, -pl -pdbgn ,6 08:28:37 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581253.sh,32,12-19:00:1,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,,4G,Fri Dec 24 12:49:57 CET 2021,66,34581253,"Conjecture: Satisfied
"
5,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735909 ON c3-52 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735909,65347,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581257.txt,893088K, pw = 5,DONE, , -pl -pdbgn ,7 13:28:50 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581257.sh,65,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,Error,4G,Fri Dec 24 12:49:57 CET 2021,18,34581257,Not Finished
5,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735910 ON c3-52 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735910,65347,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581262.txt,892988K, pw = 5,DONE,-premise, -pl -pdbgn ,7 13:28:49 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581262.sh,65,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,Error,4G,Fri Dec 24 12:49:57 CET 2021,18,34581262,Not Finished
5,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735911 ON c3-52 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735911,8705,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581266.txt,334620K, pw = 6,DONE, , -pl -pdbgn ,7 13:28:49 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581266.sh,133,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,Error,4G,Fri Dec 24 12:49:57 CET 2021,15,34581266,Not Finished
5,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735912 ON c3-52 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735912,8705,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581270.txt,334364K, pw = 6,DONE,-premise, -pl -pdbgn ,7 13:28:48 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581270.sh,133,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,Error,4G,Fri Dec 24 12:49:57 CET 2021,15,34581270,Not Finished
5,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735913 ON c3-52 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735913,1875,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581274.txt,287148K, pw = 7,DONE, , -pl -pdbgn ,7 13:28:50 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581274.sh,247,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,Error,4G,Fri Dec 24 12:49:57 CET 2021,13,34581274,Not Finished
5,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4735914 ON c3-52 CANCELLED AT 2022-01-07T13:28:47 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4735914,1875,/cluster/home/farhadvadiee/2021/24dec/program/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_5.txt > /cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../program-outputs/34581278.txt,286760K, pw = 7,DONE,-premise, -pl -pdbgn ,7 13:28:50 CET 2022,/cluster/projects/nn9535k/farhad/2021/24dec/clique-number-pw/main-script/job-generation/../../jobs/34581278.sh,247,14-00:00:2,NN9535K,../../inputs/CliqueNumberSimpleGraphs_5,Error,4G,Fri Dec 24 12:49:57 CET 2021,13,34581278,Not Finished
2,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4728428,6,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403011.txt,0, pw = 1,DONE, , -pl -pdbgn ,22 18:36:52 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403011.sh,4,00:00:01,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,,2G,Wed Dec 22 18:36:51 CET 2021,6,19403011,"Conjecture: Satisfied
"
2,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4728429,6,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403017.txt,0, pw = 1,DONE,-premise, -pl -pdbgn ,22 18:36:52 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403017.sh,4,00:00:02,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,,2G,Wed Dec 22 18:36:51 CET 2021,6,19403017,"Conjecture: Satisfied
"
2,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4728430,259,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403022.txt,0, pw = 2,DONE, , -pl -pdbgn ,22 18:36:53 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403022.sh,12,00:00:02,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,,2G,Wed Dec 22 18:36:51 CET 2021,26,19403022,"Conjecture: Satisfied
"
2,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4728431,255,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403028.txt,0, pw = 2,DONE,-premise, -pl -pdbgn ,22 18:36:53 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403028.sh,12,00:00:03,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,,2G,Wed Dec 22 18:36:51 CET 2021,26,19403028,"Conjecture: Satisfied
"
2,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4728432,91894,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403033.txt,74824K, pw = 3,DONE, , -pl -pdbgn ,22 19:13:11 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403033.sh,26,00:36:21,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,,2G,Wed Dec 22 18:36:51 CET 2021,42,19403033,"Conjecture: Satisfied
"
2,1,1,1,14-00:00:00,,IsomorphismBreadthFirstSearch,4728433,91889,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403038.txt,74820K, pw = 3,DONE,-premise, -pl -pdbgn ,22 19:11:39 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403038.sh,26,00:34:49,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,,2G,Wed Dec 22 18:36:51 CET 2021,42,19403038,"Conjecture: Satisfied
"
2,1,1,1,14-00:00:00,"/var/spool/slurmd/job4728434/slurm_script: line 9: 53691 Killed                  /cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search pw = 4 -pl -pdbgn IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403043.txt
slurmstepd: error: Detected 1 oom-kill event(s) in StepId=4728434.batch cgroup. Some of your processes may have been killed by the cgroup out-of-memory handler.
",IsomorphismBreadthFirstSearch,4728434,2207940,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403043.txt,2096816K, pw = 4,DONE, , -pl -pdbgn ,26 12:43:39 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403043.sh,41,3-18:06:49,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:36:51 CET 2021,24,19403043,Not Finished
2,1,1,1,14-00:00:00,"/var/spool/slurmd/job4728435/slurm_script: line 9: 53725 Killed                  /cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search pw = 4 -pl -pdbgn -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403048.txt
slurmstepd: error: Detected 1 oom-kill event(s) in StepId=4728435.batch cgroup. Some of your processes may have been killed by the cgroup out-of-memory handler.
",IsomorphismBreadthFirstSearch,4728435,2207934,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403048.txt,2096948K, pw = 4,DONE,-premise, -pl -pdbgn ,26 11:44:38 CET 2021,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403048.sh,41,3-17:07:47,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:36:51 CET 2021,24,19403048,Not Finished
2,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4728436 ON c3-56 CANCELLED AT 2022-01-05T19:15:19 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4728436,1141147,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403053.txt,1448104K, pw = 5,DONE, , -pl -pdbgn ,5 19:15:21 CET 2022,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403053.sh,58,14-00:00:0,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:36:51 CET 2021,20,19403053,Not Finished
2,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4728437 ON c3-56 CANCELLED AT 2022-01-05T19:15:49 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4728437,1141140,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403059.txt,1437648K, pw = 5,DONE,-premise, -pl -pdbgn ,5 19:15:51 CET 2022,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403059.sh,58,14-00:00:0,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:37:21 CET 2021,20,19403059,Not Finished
2,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4728438 ON c3-56 CANCELLED AT 2022-01-05T19:15:49 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4728438,125344,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403064.txt,263040K, pw = 6,DONE, , -pl -pdbgn ,5 19:15:51 CET 2022,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403064.sh,79,14-00:00:0,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:37:21 CET 2021,17,19403064,Not Finished
2,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4728439 ON c3-56 CANCELLED AT 2022-01-05T19:15:49 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4728439,125336,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403069.txt,265524K, pw = 6,DONE,-premise, -pl -pdbgn ,5 19:15:51 CET 2022,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403069.sh,79,14-00:00:0,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:37:21 CET 2021,17,19403069,Not Finished
2,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4728440 ON c3-56 CANCELLED AT 2022-01-05T19:15:49 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4728440,19886,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403075.txt,48748K, pw = 7,DONE, , -pl -pdbgn ,5 19:15:50 CET 2022,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403075.sh,103,14-00:00:0,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:37:21 CET 2021,15,19403075,Not Finished
2,1,1,1,14-00:00:00,"slurmstepd: error: *** JOB 4728441 ON c3-56 CANCELLED AT 2022-01-05T19:15:49 DUE TO TIME LIMIT ***
",IsomorphismBreadthFirstSearch,4728441,19877,/cluster/home/farhadvadiee/2021/22dec/triangle-free-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/CliqueNumberSimpleGraphs_2.txt > /cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../program-outputs/19403080.txt,48740K, pw = 7,DONE,-premise, -pl -pdbgn ,5 19:15:50 CET 2022,/cluster/projects/nn9535k/farhad/2021/22dec/triangle-free-iso-bfs/main-script/job-generation/../../jobs/19403080.sh,103,14-00:00:0,NN9535K,../../inputs/CliqueNumberSimpleGraphs_2,Error,2G,Wed Dec 22 18:37:21 CET 2021,15,19403080,Not Finished
